0.000000,0.000000,0.200000,30.000000
0.000000,0.000000,0.466667,30.000000
0.000000,0.000000,0.733333,30.000000
0.000000,0.000000,1.000000,30.000000
0.333333,0.000000,0.200000,30.000000
0.333333,0.000000,0.466667,30.000000
0.333333,0.000000,0.733333,30.000000
0.333333,0.000000,1.000000,30.000000
0.666667,0.000000,0.200000,30.000000
0.666667,0.000000,0.466667,30.000000
0.666667,0.000000,0.733333,30.000000
0.666667,0.000000,1.000000,30.000000
1.000000,0.000000,0.200000,30.000000
1.000000,0.000000,0.466667,30.000000
1.000000,0.000000,0.733333,30.000000
1.000000,0.000000,1.000000,30.000000
0.000000,0.333333,0.200000,30.000000
0.000000,0.333333,0.466667,30.000000
0.000000,0.333333,0.733333,30.000000
0.000000,0.333333,1.000000,30.000000
0.333333,0.333333,0.200000,30.000000
0.333333,0.333333,0.466667,30.000000
0.333333,0.333333,0.733333,30.000000
0.333333,0.333333,1.000000,30.000000
0.666667,0.333333,0.200000,30.000000
0.666667,0.333333,0.466667,30.000000
0.666667,0.333333,0.733333,30.000000
0.666667,0.333333,1.000000,30.000000
1.000000,0.333333,0.200000,30.000000
1.000000,0.333333,0.466667,30.000000
1.000000,0.333333,0.733333,30.000000
1.000000,0.333333,1.000000,30.000000
0.000000,0.666667,0.200000,30.000000
0.000000,0.666667,0.466667,30.000000
0.000000,0.666667,0.733333,30.000000
0.000000,0.666667,1.000000,30.000000
0.333333,0.666667,0.200000,30.000000
0.333333,0.666667,0.466667,30.000000
0.333333,0.666667,0.733333,30.000000
0.333333,0.666667,1.000000,30.000000
0.666667,0.666667,0.200000,30.000000
0.666667,0.666667,0.466667,30.000000
0.666667,0.666667,0.733333,30.000000
0.666667,0.666667,1.000000,30.000000
1.000000,0.666667,0.200000,30.000000
1.000000,0.666667,0.466667,30.000000
1.000000,0.666667,0.733333,30.000000
1.000000,0.666667,1.000000,30.000000
0.000000,1.000000,0.200000,30.000000
0.000000,1.000000,0.466667,30.000000
0.000000,1.000000,0.733333,30.000000
0.000000,1.000000,1.000000,30.000000
0.333333,1.000000,0.200000,30.000000
0.333333,1.000000,0.466667,30.000000
0.333333,1.000000,0.733333,30.000000
0.333333,1.000000,1.000000,30.000000
0.666667,1.000000,0.200000,30.000000
0.666667,1.000000,0.466667,30.000000
0.666667,1.000000,0.733333,30.000000
0.666667,1.000000,1.000000,30.000000
1.000000,1.000000,0.200000,30.000000
1.000000,1.000000,0.466667,30.000000
1.000000,1.000000,0.733333,30.000000
1.000000,1.000000,1.000000,30.000000
